Entity,Code,Date,Total confirmed deaths per million (deaths per million),Daily confirmed deaths per million (deaths per million)
Kazakhstan,KAZ,"Apr 18, 2020",0.905,
Kazakhstan,KAZ,"Apr 19, 2020",0.905,
Kazakhstan,KAZ,"Apr 20, 2020",1.012,0.107
Kazakhstan,KAZ,"Apr 21, 2020",1.012,
Kazakhstan,KAZ,"Apr 22, 2020",1.012,
Kazakhstan,KAZ,"Apr 23, 2020",1.012,
Kazakhstan,KAZ,"Apr 24, 2020",1.172,0.16
Kazakhstan,KAZ,"Apr 25, 2020",1.331,0.16
Kazakhstan,KAZ,"Apr 26, 2020",1.331,
Kazakhstan,KAZ,"Apr 27, 2020",1.331,
Kazakhstan,KAZ,"Apr 28, 2020",1.331,
Kazakhstan,KAZ,"Apr 29, 2020",1.331,
Kazakhstan,KAZ,"Apr 30, 2020",1.331,
Kazakhstan,KAZ,"May 1, 2020",1.331,
Kazakhstan,KAZ,"May 2, 2020",1.331,
Kazakhstan,KAZ,"May 3, 2020",1.331,
Kazakhstan,KAZ,"May 4, 2020",1.438,0.107
Kazakhstan,KAZ,"May 5, 2020",1.544,0.107
Kazakhstan,KAZ,"May 6, 2020",1.544,
Kazakhstan,KAZ,"May 7, 2020",1.598,0.053
Kazakhstan,KAZ,"May 8, 2020",1.651,0.053
Kazakhstan,KAZ,"May 9, 2020",1.651,
Kenya,KEN,"Mar 27, 2020",0.019,0.019
Kenya,KEN,"Mar 28, 2020",0.019,
Kenya,KEN,"Mar 29, 2020",0.019,
Kenya,KEN,"Mar 30, 2020",0.019,
Kenya,KEN,"Mar 31, 2020",0.019,
Kenya,KEN,"Apr 1, 2020",0.019,
Kenya,KEN,"Apr 2, 2020",0.019,
Kenya,KEN,"Apr 3, 2020",0.056,0.037
Kenya,KEN,"Apr 4, 2020",0.074,0.019
Kenya,KEN,"Apr 5, 2020",0.074,
Kenya,KEN,"Apr 6, 2020",0.074,
Kenya,KEN,"Apr 7, 2020",0.074,
Kenya,KEN,"Apr 8, 2020",0.112,0.037
Kenya,KEN,"Apr 9, 2020",0.112,
Kenya,KEN,"Apr 10, 2020",0.13,0.019
Kenya,KEN,"Apr 11, 2020",0.13,
Kenya,KEN,"Apr 12, 2020",0.13,
Kenya,KEN,"Apr 13, 2020",0.149,0.019
Kenya,KEN,"Apr 14, 2020",0.167,0.019
Kenya,KEN,"Apr 15, 2020",0.167,
Kenya,KEN,"Apr 16, 2020",0.186,0.019
Kenya,KEN,"Apr 17, 2020",0.205,0.019
Kenya,KEN,"Apr 18, 2020",0.205,
Kenya,KEN,"Apr 19, 2020",0.223,0.019
Kenya,KEN,"Apr 20, 2020",0.26,0.037
Kenya,KEN,"Apr 21, 2020",0.26,
Kenya,KEN,"Apr 22, 2020",0.26,
Kenya,KEN,"Apr 23, 2020",0.26,
Kenya,KEN,"Apr 24, 2020",0.26,
Kenya,KEN,"Apr 25, 2020",0.26,
Kenya,KEN,"Apr 26, 2020",0.26,
Kenya,KEN,"Apr 27, 2020",0.26,
Kenya,KEN,"Apr 28, 2020",0.26,
Kenya,KEN,"Apr 29, 2020",0.26,
Kenya,KEN,"Apr 30, 2020",0.279,0.019
Kenya,KEN,"May 1, 2020",0.316,0.037
Kenya,KEN,"May 2, 2020",0.391,0.074
Kenya,KEN,"May 3, 2020",0.409,0.019
Kenya,KEN,"May 4, 2020",0.446,0.037
Kenya,KEN,"May 5, 2020",0.446,
Kenya,KEN,"May 6, 2020",0.446,
Kenya,KEN,"May 7, 2020",0.484,0.037
Kenya,KEN,"May 8, 2020",0.539,0.056
Kenya,KEN,"May 9, 2020",0.539,
Kosovo,OWID_KOS,"Mar 23, 2020",0.517,0.517
Kosovo,OWID_KOS,"Mar 24, 2020",0.517,
Kosovo,OWID_KOS,"Mar 25, 2020",0.517,
Kosovo,OWID_KOS,"Mar 26, 2020",0.517,
Kosovo,OWID_KOS,"Mar 27, 2020",0.517,
Kosovo,OWID_KOS,"Mar 28, 2020",0.517,
Kosovo,OWID_KOS,"Mar 29, 2020",0.517,
Kosovo,OWID_KOS,"Mar 30, 2020",0.517,
Kosovo,OWID_KOS,"Mar 31, 2020",0.517,
Kosovo,OWID_KOS,"Apr 1, 2020",0.517,
Kosovo,OWID_KOS,"Apr 2, 2020",0.517,
Kosovo,OWID_KOS,"Apr 3, 2020",0.517,
Kosovo,OWID_KOS,"Apr 4, 2020",0.517,
Kosovo,OWID_KOS,"Apr 5, 2020",0.517,
Kosovo,OWID_KOS,"Apr 6, 2020",0.517,
Kosovo,OWID_KOS,"Apr 7, 2020",1.552,1.035
Kosovo,OWID_KOS,"Apr 8, 2020",2.587,1.035
Kosovo,OWID_KOS,"Apr 9, 2020",2.587,
Kosovo,OWID_KOS,"Apr 10, 2020",3.622,1.035
Kosovo,OWID_KOS,"Apr 11, 2020",3.622,
Kosovo,OWID_KOS,"Apr 12, 2020",3.622,
Kosovo,OWID_KOS,"Apr 13, 2020",3.622,
Kosovo,OWID_KOS,"Apr 14, 2020",4.139,0.517
Kosovo,OWID_KOS,"Apr 15, 2020",4.139,
Kosovo,OWID_KOS,"Apr 16, 2020",4.657,0.517
Kosovo,OWID_KOS,"Apr 17, 2020",5.691,1.035
Kosovo,OWID_KOS,"Apr 18, 2020",6.209,0.517
Kosovo,OWID_KOS,"Apr 19, 2020",6.209,
Kosovo,OWID_KOS,"Apr 20, 2020",6.209,
Kosovo,OWID_KOS,"Apr 21, 2020",7.761,1.552
Kosovo,OWID_KOS,"Apr 22, 2020",9.313,1.552
Kosovo,OWID_KOS,"Apr 23, 2020",9.313,
Kosovo,OWID_KOS,"Apr 24, 2020",9.83,0.517
Kosovo,OWID_KOS,"Apr 25, 2020",9.83,
Kosovo,OWID_KOS,"Apr 26, 2020",10.348,0.517
Kosovo,OWID_KOS,"Apr 27, 2020",10.865,0.517
Kosovo,OWID_KOS,"Apr 28, 2020",11.383,0.517
Kosovo,OWID_KOS,"Apr 29, 2020",11.383,
Kosovo,OWID_KOS,"Apr 30, 2020",11.383,
Kosovo,OWID_KOS,"May 1, 2020",11.383,
Kosovo,OWID_KOS,"May 2, 2020",11.383,
Kosovo,OWID_KOS,"May 3, 2020",11.383,
Kosovo,OWID_KOS,"May 4, 2020",11.383,
Kosovo,OWID_KOS,"May 5, 2020",13.452,2.07
Kosovo,OWID_KOS,"May 6, 2020",13.452,
Kosovo,OWID_KOS,"May 7, 2020",13.452,
Kosovo,OWID_KOS,"May 8, 2020",13.97,0.517
Kosovo,OWID_KOS,"May 9, 2020",14.487,0.517
Kuwait,KWT,"Apr 5, 2020",0.234,0.234
Kuwait,KWT,"Apr 6, 2020",0.234,
Kuwait,KWT,"Apr 7, 2020",0.234,
Kuwait,KWT,"Apr 8, 2020",0.234,
Kuwait,KWT,"Apr 9, 2020",0.234,
Kuwait,KWT,"Apr 10, 2020",0.234,
Kuwait,KWT,"Apr 11, 2020",0.234,
Kuwait,KWT,"Apr 12, 2020",0.234,
Kuwait,KWT,"Apr 13, 2020",0.234,
Kuwait,KWT,"Apr 14, 2020",0.468,0.234
Kuwait,KWT,"Apr 15, 2020",0.702,0.234
Kuwait,KWT,"Apr 16, 2020",0.702,
Kuwait,KWT,"Apr 17, 2020",0.702,
Kuwait,KWT,"Apr 18, 2020",1.171,0.468
Kuwait,KWT,"Apr 19, 2020",1.405,0.234
Kuwait,KWT,"Apr 20, 2020",1.639,0.234
Kuwait,KWT,"Apr 21, 2020",2.107,0.468
Kuwait,KWT,"Apr 22, 2020",2.576,0.468
Kuwait,KWT,"Apr 23, 2020",3.044,0.468
Kuwait,KWT,"Apr 24, 2020",3.278,0.234
Kuwait,KWT,"Apr 25, 2020",3.512,0.234
Kuwait,KWT,"Apr 26, 2020",4.449,0.937
Kuwait,KWT,"Apr 27, 2020",4.683,0.234
Kuwait,KWT,"Apr 28, 2020",5.152,0.468
Kuwait,KWT,"Apr 29, 2020",5.386,0.234
Kuwait,KWT,"Apr 30, 2020",5.62,0.234
Kuwait,KWT,"May 1, 2020",6.088,0.468
Kuwait,KWT,"May 2, 2020",7.025,0.937
Kuwait,KWT,"May 3, 2020",7.727,0.702
Kuwait,KWT,"May 4, 2020",8.898,1.171
Kuwait,KWT,"May 5, 2020",9.366,0.468
Kuwait,KWT,"May 6, 2020",9.366,
Kuwait,KWT,"May 7, 2020",9.835,0.468
Kuwait,KWT,"May 8, 2020",10.303,0.468
Kuwait,KWT,"May 9, 2020",11.006,0.702
Kyrgyzstan,KGZ,"Apr 2, 2020",0.153,0.153
Kyrgyzstan,KGZ,"Apr 3, 2020",0.153,
Kyrgyzstan,KGZ,"Apr 4, 2020",0.153,
Kyrgyzstan,KGZ,"Apr 5, 2020",0.153,
Kyrgyzstan,KGZ,"Apr 6, 2020",0.613,0.46
Kyrgyzstan,KGZ,"Apr 7, 2020",0.613,
Kyrgyzstan,KGZ,"Apr 8, 2020",0.613,
Kyrgyzstan,KGZ,"Apr 9, 2020",0.613,
Kyrgyzstan,KGZ,"Apr 10, 2020",0.766,0.153
Kyrgyzstan,KGZ,"Apr 11, 2020",0.766,
Kyrgyzstan,KGZ,"Apr 12, 2020",0.766,
Kyrgyzstan,KGZ,"Apr 13, 2020",0.766,
Kyrgyzstan,KGZ,"Apr 14, 2020",0.766,
Kyrgyzstan,KGZ,"Apr 15, 2020",0.766,
Kyrgyzstan,KGZ,"Apr 16, 2020",0.766,
Kyrgyzstan,KGZ,"Apr 17, 2020",0.766,
Kyrgyzstan,KGZ,"Apr 18, 2020",0.766,
Kyrgyzstan,KGZ,"Apr 19, 2020",0.766,
Kyrgyzstan,KGZ,"Apr 20, 2020",1.073,0.307
Kyrgyzstan,KGZ,"Apr 21, 2020",1.073,
Kyrgyzstan,KGZ,"Apr 22, 2020",1.073,
Kyrgyzstan,KGZ,"Apr 23, 2020",1.226,0.153
Kyrgyzstan,KGZ,"Apr 24, 2020",1.226,
Kyrgyzstan,KGZ,"Apr 25, 2020",1.226,
Kyrgyzstan,KGZ,"Apr 26, 2020",1.226,
Kyrgyzstan,KGZ,"Apr 27, 2020",1.226,
Kyrgyzstan,KGZ,"Apr 28, 2020",1.226,
Kyrgyzstan,KGZ,"Apr 29, 2020",1.226,
Kyrgyzstan,KGZ,"Apr 30, 2020",1.226,
Kyrgyzstan,KGZ,"May 1, 2020",1.226,
Kyrgyzstan,KGZ,"May 2, 2020",1.226,
Kyrgyzstan,KGZ,"May 3, 2020",1.533,0.307
Kyrgyzstan,KGZ,"May 4, 2020",1.533,
Kyrgyzstan,KGZ,"May 5, 2020",1.686,0.153
Kyrgyzstan,KGZ,"May 6, 2020",1.839,0.153
Kyrgyzstan,KGZ,"May 7, 2020",1.839,
Kyrgyzstan,KGZ,"May 8, 2020",1.839,
Kyrgyzstan,KGZ,"May 9, 2020",1.839,
Latvia,LVA,"Apr 4, 2020",0.53,0.53
Latvia,LVA,"Apr 5, 2020",0.53,
Latvia,LVA,"Apr 6, 2020",0.53,
Latvia,LVA,"Apr 7, 2020",0.53,
Latvia,LVA,"Apr 8, 2020",1.06,0.53
Latvia,LVA,"Apr 9, 2020",1.06,
Latvia,LVA,"Apr 10, 2020",1.06,
Latvia,LVA,"Apr 11, 2020",1.06,
Latvia,LVA,"Apr 12, 2020",1.59,0.53
Latvia,LVA,"Apr 13, 2020",2.651,1.06
Latvia,LVA,"Apr 14, 2020",2.651,
Latvia,LVA,"Apr 15, 2020",2.651,
Latvia,LVA,"Apr 16, 2020",2.651,
Latvia,LVA,"Apr 17, 2020",2.651,
Latvia,LVA,"Apr 18, 2020",2.651,
Latvia,LVA,"Apr 19, 2020",2.651,
Latvia,LVA,"Apr 20, 2020",2.651,
Latvia,LVA,"Apr 21, 2020",2.651,
Latvia,LVA,"Apr 22, 2020",4.771,2.121
Latvia,LVA,"Apr 23, 2020",5.832,1.06
Latvia,LVA,"Apr 24, 2020",5.832,
Latvia,LVA,"Apr 25, 2020",6.362,0.53
Latvia,LVA,"Apr 26, 2020",6.362,
Latvia,LVA,"Apr 27, 2020",6.362,
Latvia,LVA,"Apr 28, 2020",6.892,0.53
Latvia,LVA,"Apr 29, 2020",6.892,
Latvia,LVA,"Apr 30, 2020",7.952,1.06
Latvia,LVA,"May 1, 2020",7.952,
Latvia,LVA,"May 2, 2020",8.483,0.53
Latvia,LVA,"May 3, 2020",8.483,
Latvia,LVA,"May 4, 2020",8.483,
Latvia,LVA,"May 5, 2020",8.483,
Latvia,LVA,"May 6, 2020",9.013,0.53
Latvia,LVA,"May 7, 2020",9.013,
Latvia,LVA,"May 8, 2020",9.543,0.53
Latvia,LVA,"May 9, 2020",9.543,
Lebanon,LBN,"Mar 11, 2020",0.147,0.147
Lebanon,LBN,"Mar 12, 2020",0.293,0.147
Lebanon,LBN,"Mar 13, 2020",0.293,
Lebanon,LBN,"Mar 15, 2020",0.44,0.147
Lebanon,LBN,"Mar 16, 2020",0.44,
Lebanon,LBN,"Mar 17, 2020",0.44,
Lebanon,LBN,"Mar 18, 2020",0.44,
Lebanon,LBN,"Mar 19, 2020",0.586,0.147
Lebanon,LBN,"Mar 20, 2020",0.586,
Lebanon,LBN,"Mar 21, 2020",0.586,
Lebanon,LBN,"Mar 22, 2020",0.586,
Lebanon,LBN,"Mar 23, 2020",0.586,
Lebanon,LBN,"Mar 24, 2020",0.586,
Lebanon,LBN,"Mar 25, 2020",0.586,
Lebanon,LBN,"Mar 26, 2020",0.586,
Lebanon,LBN,"Mar 27, 2020",0.879,0.293
Lebanon,LBN,"Mar 28, 2020",1.026,0.147
Lebanon,LBN,"Mar 29, 2020",1.172,0.147
Lebanon,LBN,"Mar 30, 2020",1.465,0.293
Lebanon,LBN,"Mar 31, 2020",1.612,0.147
Lebanon,LBN,"Apr 1, 2020",1.758,0.147
Lebanon,LBN,"Apr 2, 2020",1.758,
Lebanon,LBN,"Apr 3, 2020",2.344,0.586
Lebanon,LBN,"Apr 4, 2020",2.344,
Lebanon,LBN,"Apr 5, 2020",2.491,0.147
Lebanon,LBN,"Apr 6, 2020",2.637,0.147
Lebanon,LBN,"Apr 7, 2020",2.784,0.147
Lebanon,LBN,"Apr 8, 2020",2.784,
Lebanon,LBN,"Apr 9, 2020",2.784,
Lebanon,LBN,"Apr 10, 2020",2.784,
Lebanon,LBN,"Apr 11, 2020",2.93,0.147
Lebanon,LBN,"Apr 12, 2020",2.93,
Lebanon,LBN,"Apr 13, 2020",2.93,
Lebanon,LBN,"Apr 14, 2020",2.93,
Lebanon,LBN,"Apr 15, 2020",3.077,0.147
Lebanon,LBN,"Apr 16, 2020",3.077,
Lebanon,LBN,"Apr 17, 2020",3.077,
Lebanon,LBN,"Apr 18, 2020",3.077,
Lebanon,LBN,"Apr 19, 2020",3.077,
Lebanon,LBN,"Apr 20, 2020",3.077,
Lebanon,LBN,"Apr 21, 2020",3.077,
Lebanon,LBN,"Apr 22, 2020",3.077,
Lebanon,LBN,"Apr 23, 2020",3.223,0.147
Lebanon,LBN,"Apr 24, 2020",3.223,
Lebanon,LBN,"Apr 25, 2020",3.223,
Lebanon,LBN,"Apr 26, 2020",3.516,0.293
Lebanon,LBN,"Apr 27, 2020",3.516,
Lebanon,LBN,"Apr 28, 2020",3.516,
Lebanon,LBN,"Apr 29, 2020",3.516,
Lebanon,LBN,"Apr 30, 2020",3.516,
Lebanon,LBN,"May 1, 2020",3.516,
Lebanon,LBN,"May 2, 2020",3.516,
Lebanon,LBN,"May 3, 2020",3.663,0.147
Lebanon,LBN,"May 4, 2020",3.663,
Lebanon,LBN,"May 5, 2020",3.663,
Lebanon,LBN,"May 6, 2020",3.663,
Lebanon,LBN,"May 7, 2020",3.663,
Lebanon,LBN,"May 8, 2020",3.663,
Lebanon,LBN,"May 9, 2020",3.809,0.147
Liberia,LBR,"Apr 5, 2020",0.198,0.198
Liberia,LBR,"Apr 6, 2020",0.593,0.395
Liberia,LBR,"Apr 7, 2020",0.593,
Liberia,LBR,"Apr 8, 2020",0.593,
Liberia,LBR,"Apr 9, 2020",0.791,0.198
Liberia,LBR,"Apr 10, 2020",0.791,
Liberia,LBR,"Apr 11, 2020",0.791,
Liberia,LBR,"Apr 12, 2020",0.989,0.198
Liberia,LBR,"Apr 13, 2020",0.989,
Liberia,LBR,"Apr 14, 2020",1.186,0.198
Liberia,LBR,"Apr 15, 2020",1.186,
Liberia,LBR,"Apr 16, 2020",1.186,
Liberia,LBR,"Apr 17, 2020",1.186,
Liberia,LBR,"Apr 18, 2020",1.384,0.198
Liberia,LBR,"Apr 19, 2020",1.384,
Liberia,LBR,"Apr 20, 2020",1.582,0.198
Liberia,LBR,"Apr 21, 2020",1.582,
Liberia,LBR,"Apr 22, 2020",1.582,
Liberia,LBR,"Apr 23, 2020",1.582,
Liberia,LBR,"Apr 24, 2020",1.582,
Liberia,LBR,"Apr 25, 2020",1.582,
Liberia,LBR,"Apr 26, 2020",2.175,0.593
Liberia,LBR,"Apr 27, 2020",2.373,0.198
Liberia,LBR,"Apr 28, 2020",3.164,0.791
Liberia,LBR,"Apr 29, 2020",3.164,
Liberia,LBR,"Apr 30, 2020",3.164,
Liberia,LBR,"May 1, 2020",3.164,
Liberia,LBR,"May 2, 2020",3.559,0.395
Liberia,LBR,"May 3, 2020",3.559,
Liberia,LBR,"May 4, 2020",3.559,
Liberia,LBR,"May 5, 2020",3.559,
Liberia,LBR,"May 6, 2020",3.954,0.395
Liberia,LBR,"May 7, 2020",3.954,
Liberia,LBR,"May 8, 2020",3.954,
Liberia,LBR,"May 9, 2020",3.954,
Libya,LBY,"Apr 3, 2020",0.146,0.146
Libya,LBY,"Apr 4, 2020",0.146,
Libya,LBY,"Apr 5, 2020",0.146,
Libya,LBY,"Apr 6, 2020",0.146,
Libya,LBY,"Apr 7, 2020",0.146,
Libya,LBY,"Apr 8, 2020",0.146,
Libya,LBY,"Apr 9, 2020",0.146,
Libya,LBY,"Apr 10, 2020",0.146,
Libya,LBY,"Apr 11, 2020",0.146,
Libya,LBY,"Apr 12, 2020",0.146,
Libya,LBY,"Apr 13, 2020",0.146,
Libya,LBY,"Apr 14, 2020",0.146,
Libya,LBY,"Apr 15, 2020",0.146,
Libya,LBY,"Apr 16, 2020",0.146,
Libya,LBY,"Apr 17, 2020",0.146,
Libya,LBY,"Apr 18, 2020",0.146,
Libya,LBY,"Apr 19, 2020",0.146,
Libya,LBY,"Apr 20, 2020",0.146,
Libya,LBY,"Apr 21, 2020",0.146,
Libya,LBY,"Apr 22, 2020",0.146,
Libya,LBY,"Apr 23, 2020",0.146,
Libya,LBY,"Apr 24, 2020",0.291,0.146
Libya,LBY,"Apr 25, 2020",0.291,
Libya,LBY,"Apr 26, 2020",0.291,
Libya,LBY,"Apr 27, 2020",0.291,
Libya,LBY,"Apr 28, 2020",0.291,
Libya,LBY,"Apr 29, 2020",0.291,
Libya,LBY,"Apr 30, 2020",0.291,
Libya,LBY,"May 1, 2020",0.437,0.146
Libya,LBY,"May 2, 2020",0.437,
Libya,LBY,"May 3, 2020",0.437,
Libya,LBY,"May 4, 2020",0.437,
Libya,LBY,"May 5, 2020",0.437,
Libya,LBY,"May 6, 2020",0.437,
Libya,LBY,"May 7, 2020",0.437,
Libya,LBY,"May 8, 2020",0.437,
Libya,LBY,"May 9, 2020",0.437,
Liechtenstein,LIE,"Apr 5, 2020",26.221,26.221
Liechtenstein,LIE,"Apr 6, 2020",26.221,
Liechtenstein,LIE,"Apr 7, 2020",26.221,
Liechtenstein,LIE,"Apr 8, 2020",26.221,
Liechtenstein,LIE,"Apr 9, 2020",26.221,
Liechtenstein,LIE,"Apr 10, 2020",26.221,
Liechtenstein,LIE,"Apr 11, 2020",26.221,
Liechtenstein,LIE,"Apr 12, 2020",26.221,
Liechtenstein,LIE,"Apr 13, 2020",26.221,
Liechtenstein,LIE,"Apr 14, 2020",26.221,
Liechtenstein,LIE,"Apr 15, 2020",26.221,
Liechtenstein,LIE,"Apr 16, 2020",26.221,
Liechtenstein,LIE,"Apr 17, 2020",26.221,
Liechtenstein,LIE,"Apr 18, 2020",26.221,
Liechtenstein,LIE,"Apr 19, 2020",26.221,
Liechtenstein,LIE,"Apr 20, 2020",26.221,
Liechtenstein,LIE,"Apr 21, 2020",26.221,
Liechtenstein,LIE,"Apr 22, 2020",26.221,
Liechtenstein,LIE,"Apr 23, 2020",26.221,
Liechtenstein,LIE,"Apr 24, 2020",26.221,
Liechtenstein,LIE,"Apr 25, 2020",26.221,
Liechtenstein,LIE,"Apr 26, 2020",26.221,
Liechtenstein,LIE,"Apr 27, 2020",26.221,
Liechtenstein,LIE,"Apr 28, 2020",26.221,
Liechtenstein,LIE,"Apr 29, 2020",26.221,
Liechtenstein,LIE,"Apr 30, 2020",26.221,
Liechtenstein,LIE,"May 1, 2020",26.221,
Liechtenstein,LIE,"May 2, 2020",26.221,
Liechtenstein,LIE,"May 3, 2020",26.221,
Liechtenstein,LIE,"May 4, 2020",26.221,
Liechtenstein,LIE,"May 5, 2020",26.221,
Liechtenstein,LIE,"May 6, 2020",26.221,
Liechtenstein,LIE,"May 7, 2020",26.221,
Liechtenstein,LIE,"May 8, 2020",26.221,
Liechtenstein,LIE,"May 9, 2020",26.221,
Lithuania,LTU,"Mar 21, 2020",0.367,0.367
Lithuania,LTU,"Mar 22, 2020",0.367,
Lithuania,LTU,"Mar 23, 2020",0.367,
Lithuania,LTU,"Mar 24, 2020",0.367,
Lithuania,LTU,"Mar 25, 2020",0.735,0.367
Lithuania,LTU,"Mar 26, 2020",1.469,0.735
Lithuania,LTU,"Mar 27, 2020",1.469,
Lithuania,LTU,"Mar 28, 2020",1.837,0.367
Lithuania,LTU,"Mar 29, 2020",2.571,0.735
Lithuania,LTU,"Mar 30, 2020",2.571,
Lithuania,LTU,"Mar 31, 2020",2.571,
Lithuania,LTU,"Apr 1, 2020",2.571,
Lithuania,LTU,"Apr 2, 2020",2.939,0.367
Lithuania,LTU,"Apr 3, 2020",3.306,0.367
Lithuania,LTU,"Apr 4, 2020",3.306,
Lithuania,LTU,"Apr 5, 2020",3.306,
Lithuania,LTU,"Apr 6, 2020",4.775,1.469
Lithuania,LTU,"Apr 7, 2020",5.143,0.367
Lithuania,LTU,"Apr 8, 2020",5.51,0.367
Lithuania,LTU,"Apr 9, 2020",5.51,
Lithuania,LTU,"Apr 10, 2020",5.51,
Lithuania,LTU,"Apr 11, 2020",6.245,0.735
Lithuania,LTU,"Apr 12, 2020",8.449,2.204
Lithuania,LTU,"Apr 13, 2020",8.816,0.367
Lithuania,LTU,"Apr 14, 2020",8.816,
Lithuania,LTU,"Apr 15, 2020",8.816,
Lithuania,LTU,"Apr 16, 2020",10.653,1.837
Lithuania,LTU,"Apr 17, 2020",11.755,1.102
Lithuania,LTU,"Apr 18, 2020",12.122,0.367
Lithuania,LTU,"Apr 19, 2020",12.122,
Lithuania,LTU,"Apr 20, 2020",13.224,1.102
Lithuania,LTU,"Apr 21, 2020",13.591,0.367
Lithuania,LTU,"Apr 22, 2020",13.959,0.367
Lithuania,LTU,"Apr 23, 2020",13.959,
Lithuania,LTU,"Apr 24, 2020",14.694,0.735
Lithuania,LTU,"Apr 25, 2020",14.694,
Lithuania,LTU,"Apr 26, 2020",15.061,0.367
Lithuania,LTU,"Apr 27, 2020",15.061,
Lithuania,LTU,"Apr 28, 2020",15.061,
Lithuania,LTU,"Apr 29, 2020",16.163,1.102
Lithuania,LTU,"Apr 30, 2020",16.53,0.367
Lithuania,LTU,"May 1, 2020",16.53,
Lithuania,LTU,"May 2, 2020",16.53,
Lithuania,LTU,"May 3, 2020",16.898,0.367
Lithuania,LTU,"May 4, 2020",16.898,
Lithuania,LTU,"May 5, 2020",16.898,
Lithuania,LTU,"May 6, 2020",16.898,
Lithuania,LTU,"May 7, 2020",17.632,0.735
Lithuania,LTU,"May 8, 2020",18,0.367
Lithuania,LTU,"May 9, 2020",18,
Luxembourg,LUX,"Mar 14, 2020",1.598,1.598
Luxembourg,LUX,"Mar 16, 2020",1.598,
Luxembourg,LUX,"Mar 17, 2020",1.598,
Luxembourg,LUX,"Mar 18, 2020",1.598,
Luxembourg,LUX,"Mar 19, 2020",3.195,1.598
Luxembourg,LUX,"Mar 20, 2020",6.39,3.195
Luxembourg,LUX,"Mar 21, 2020",7.988,1.598
Luxembourg,LUX,"Mar 22, 2020",12.78,4.793
Luxembourg,LUX,"Mar 23, 2020",12.78,
Luxembourg,LUX,"Mar 24, 2020",12.78,
Luxembourg,LUX,"Mar 25, 2020",12.78,
Luxembourg,LUX,"Mar 26, 2020",12.78,
Luxembourg,LUX,"Mar 27, 2020",14.378,1.598
Luxembourg,LUX,"Mar 28, 2020",23.963,9.585
Luxembourg,LUX,"Mar 29, 2020",28.755,4.793
Luxembourg,LUX,"Mar 30, 2020",33.548,4.793
Luxembourg,LUX,"Mar 31, 2020",35.145,1.598
Luxembourg,LUX,"Apr 1, 2020",36.743,1.598
Luxembourg,LUX,"Apr 2, 2020",46.328,9.585
Luxembourg,LUX,"Apr 3, 2020",47.925,1.598
Luxembourg,LUX,"Apr 4, 2020",49.523,1.598
Luxembourg,LUX,"Apr 5, 2020",49.523,
Luxembourg,LUX,"Apr 6, 2020",57.51,7.988
Luxembourg,LUX,"Apr 7, 2020",65.498,7.988
Luxembourg,LUX,"Apr 8, 2020",70.29,4.793
Luxembourg,LUX,"Apr 9, 2020",73.485,3.195
Luxembourg,LUX,"Apr 10, 2020",83.07,9.585
Luxembourg,LUX,"Apr 11, 2020",86.265,3.195
Luxembourg,LUX,"Apr 12, 2020",99.045,12.78
Luxembourg,LUX,"Apr 13, 2020",105.435,6.39
Luxembourg,LUX,"Apr 14, 2020",107.033,1.598
Luxembourg,LUX,"Apr 15, 2020",107.033,
Luxembourg,LUX,"Apr 16, 2020",110.228,3.195
Luxembourg,LUX,"Apr 17, 2020",110.228,
Luxembourg,LUX,"Apr 18, 2020",115.02,4.793
Luxembourg,LUX,"Apr 19, 2020",115.02,
Luxembourg,LUX,"Apr 20, 2020",116.618,1.598
Luxembourg,LUX,"Apr 21, 2020",119.813,3.195
Luxembourg,LUX,"Apr 22, 2020",124.605,4.793
Luxembourg,LUX,"Apr 23, 2020",127.8,3.195
Luxembourg,LUX,"Apr 24, 2020",132.593,4.793
Luxembourg,LUX,"Apr 25, 2020",135.788,3.195
Luxembourg,LUX,"Apr 26, 2020",135.788,
Luxembourg,LUX,"Apr 27, 2020",140.58,4.793
Luxembourg,LUX,"Apr 28, 2020",140.58,
Luxembourg,LUX,"Apr 29, 2020",142.178,1.598
Luxembourg,LUX,"Apr 30, 2020",142.178,
Luxembourg,LUX,"May 1, 2020",143.775,1.598
Luxembourg,LUX,"May 2, 2020",146.97,3.195
Luxembourg,LUX,"May 3, 2020",146.97,
Luxembourg,LUX,"May 4, 2020",153.361,6.39
Luxembourg,LUX,"May 5, 2020",153.361,
Luxembourg,LUX,"May 6, 2020",153.361,
Luxembourg,LUX,"May 7, 2020",156.556,3.195
Luxembourg,LUX,"May 8, 2020",159.751,3.195
Luxembourg,LUX,"May 9, 2020",159.751,
Macedonia,MKD,"Mar 23, 2020",0.48,0.48
Macedonia,MKD,"Mar 24, 2020",0.96,0.48
Macedonia,MKD,"Mar 25, 2020",0.96,
Macedonia,MKD,"Mar 26, 2020",0.96,
Macedonia,MKD,"Mar 27, 2020",1.44,0.48
Macedonia,MKD,"Mar 28, 2020",1.44,
Macedonia,MKD,"Mar 29, 2020",1.92,0.48
Macedonia,MKD,"Mar 30, 2020",2.88,0.96
Macedonia,MKD,"Mar 31, 2020",3.36,0.48
Macedonia,MKD,"Apr 1, 2020",4.32,0.96
Macedonia,MKD,"Apr 2, 2020",4.8,0.48
Macedonia,MKD,"Apr 3, 2020",5.28,0.48
